-6,524	-0,039
-6,499	-0,039
-6,494	-0,039
-6,480	-0,034
-6,475	-0,039
-6,470	-0,039
-6,460	-0,034
-6,450	-0,034
-6,446	-0,039
-6,436	-0,039
-6,426	-0,044
-6,416	-0,039
-6,406	-0,044
-6,402	-0,039
-6,392	-0,039
-6,382	-0,039
-6,377	-0,039
-6,367	-0,039
-6,358	-0,044
-6,348	-0,039
-6,338	-0,039
-6,333	-0,034
-6,323	-0,039
-6,314	-0,039
-6,304	-0,039
-6,294	-0,039
-6,289	-0,039
-6,279	-0,039
-6,270	-0,044
-6,260	-0,039
-6,250	-0,034
-6,240	-0,049
-6,236	-0,044
-6,221	-0,039
-6,211	-0,039
-6,206	-0,039
-6,196	-0,039
-6,182	-0,034
-6,177	-0,039
-6,167	-0,039
-6,157	-0,039
-6,148	-0,039
-6,138	-0,039
-6,128	-0,039
-6,118	-0,039
-6,109	-0,039
-6,099	-0,044
-6,089	-0,039
-6,079	-0,044
-6,070	-0,039
-6,055	-0,039
-6,050	-0,039
-6,035	-0,039
-6,026	-0,034
-6,016	-0,039
-6,006	-0,039
-5,996	-0,034
-5,987	-0,039
-5,977	-0,039
-5,967	-0,039
-5,957	-0,044
-5,943	-0,039
-5,933	-0,039
-5,923	-0,034
-5,913	-0,039
-5,899	-0,039
-5,894	-0,039
-5,879	-0,039
-5,869	-0,039
-5,860	-0,039
-5,850	-0,039
-5,840	-0,039
-5,825	-0,044
-5,811	-0,039
-5,806	-0,039
-5,796	-0,034
-5,781	-0,039
-5,772	-0,034
-5,762	-0,039
-5,752	-0,039
-5,737	-0,044
-5,723	-0,039
-5,713	-0,044
-5,703	-0,039
-5,694	-0,044
-5,679	-0,039
-5,674	-0,039
-5,654	-0,039
-5,645	-0,039
-5,635	-0,039
-5,625	-0,044
-5,611	-0,039
-5,601	-0,039
-5,591	-0,044
-5,576	-0,039
-5,567	-0,039
-5,557	-0,039
-5,542	-0,039
-5,528	-0,044
-5,518	-0,039
-5,508	-0,039
-5,493	-0,039
-5,479	-0,039
-5,469	-0,039
-5,454	-0,039
-5,445	-0,039
-5,435	-0,039
-5,420	-0,039
-5,405	-0,039
-5,391	-0,039
-5,381	-0,039
-5,371	-0,039
-5,357	-0,044
-5,342	-0,039
-5,332	-0,034
-5,318	-0,039
-5,308	-0,039
-5,293	-0,039
-5,278	-0,044
-5,269	-0,044
-5,254	-0,039
-5,244	-0,039
-5,230	-0,039
-5,220	-0,039
-5,205	-0,039
-5,191	-0,039
-5,176	-0,039
-5,166	-0,039
-5,152	-0,039
-5,137	-0,039
-5,122	-0,029
-5,108	-0,039
-5,098	-0,044
-5,083	-0,039
-5,073	-0,039
-5,059	-0,039
-5,039	-0,039
-5,029	-0,039
-5,020	-0,039
-5,000	-0,039
-4,990	-0,034
-4,976	-0,039
-4,966	-0,039
-4,951	-0,039
-4,937	-0,039
-4,922	-0,039
-4,907	-0,034
-4,893	-0,039
-4,878	-0,039
-4,868	-0,039
-4,854	-0,039
-4,834	-0,039
-4,824	-0,039
-4,810	-0,039
-4,800	-0,039
-4,780	-0,044
-4,771	-0,039
-4,756	-0,039
-4,736	-0,039
-4,722	-0,039
-4,712	-0,039
-4,697	-0,034
-4,683	-0,039
-4,668	-0,039
-4,653	-0,034
-4,644	-0,044
-4,629	-0,044
-4,610	-0,039
-4,595	-0,039
-4,580	-0,044
-4,566	-0,039
-4,551	-0,039
-4,536	-0,039
-4,527	-0,039
-4,507	-0,044
-4,492	-0,039
-4,478	-0,039
-4,463	-0,039
-4,448	-0,039
-4,434	-0,039
-4,419	-0,039
-4,404	-0,039
-4,390	-0,044
-4,375	-0,039
-4,360	-0,039
-4,346	-0,039
-4,331	-0,044
-4,317	-0,039
-4,297	-0,039
-4,287	-0,039
-4,273	-0,039
-4,253	-0,039
-4,238	-0,044
-4,224	-0,039
-4,209	-0,034
-4,194	-0,039
-4,180	-0,039
-4,160	-0,039
-4,146	-0,039
-4,131	-0,039
-4,116	-0,039
-4,102	-0,039
-4,087	-0,044
-4,072	-0,039
-4,053	-0,039
-4,038	-0,039
-4,024	-0,034
-4,009	-0,039
-3,989	-0,039
-3,975	-0,039
-3,960	-0,039
-3,945	-0,039
-3,926	-0,039
-3,911	-0,034
-3,897	-0,039
-3,882	-0,039
-3,862	-0,039
-3,848	-0,039
-3,833	-0,039
-3,818	-0,039
-3,804	-0,039
-3,784	-0,034
-3,770	-0,039
-3,750	-0,039
-3,735	-0,039
-3,721	-0,039
-3,706	-0,039
-3,687	-0,039
-3,672	-0,039
-3,652	-0,039
-3,643	-0,039
-3,618	-0,039
-3,604	-0,034
-3,589	-0,039
-3,574	-0,039
-3,555	-0,039
-3,540	-0,039
-3,521	-0,044
-3,506	-0,039
-3,491	-0,039
-3,477	-0,034
-3,457	-0,039
-3,442	-0,039
-3,423	-0,039
-3,408	-0,039
-3,394	-0,049
-3,374	-0,039
-3,359	-0,039
-3,340	-0,039
-3,320	-0,039
-3,306	-0,039
-3,291	-0,039
-3,276	-0,034
-3,257	-0,039
-3,237	-0,039
-3,223	-0,039
-3,208	-0,039
-3,189	-0,039
-3,174	-0,044
-3,154	-0,034
-3,135	-0,044
-3,120	-0,039
-3,106	-0,039
-3,091	-0,039
-3,071	-0,039
-3,057	-0,039
-3,037	-0,039
